Location,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
AVIATION PKWY @ AVIATION/ROCKCLIFFE PKWY WB ON (0002033),2015,1,,,371682.709,5035491.6079
AVIATION PKWY @ HEMLOCK RD NB ONRAMP (0011237),2015,1,,,371561.2981,5035247.7211
AVIATION PKWY @ MONTREAL RD (0008799),2015,21,,1,372146.7151,5034108.594
AVIATION PKWY @ OGILVIE RD (0004114),2015,22,,,373110.723,5032376.5759
AVIATION PKWY btwn HEMLOCK RD NB ONRAMP & ROCKCLIFFE PRKY RAMPS S (__3ZA212),2015,1,,,371591.91109,5035319.05895
AVIATION PKWY btwn MONTREAL RD & LA CITE PRIV (2) (__3ZBPNZ),2015,2,,,372351.34228,5033689.7987
AVIATION PKWY btwn OGILVIE RD & TO BE DETERMINED (__3ZA21W),2015,2,,,373142.02911,5032303.20142
AVIATION PKWY btwn TO BE DETERMINED & HWY417 IC113 RAMP35 (__31AEWR),2015,1,,,373247.05707,5032122.53797
AVIATION PKWY NB @ LA CITE PRIV (0009078),2015,1,,,372501.5019,5033247.8321
AVIGNON CRT btwn Continuation of AVIGNON CRT & Continuation of AVIGNON (__3ZA7JE),2015,1,,,380457.89444,5038576.77003
AVONMORE CRES btwn VERMONT AVE & VERMONT AVE (__3ZAZU6),2015,1,,,366492.93297,5016470.86283
AYLMER AVE @ BANK ST (0007222),2015,2,1,,368673.7121,5028729.5521
AYLMER AVE btwn BARTON ST & GALT ST (__3ZBOTK),2015,1,,,368549.2121,5028654.0521
AYLMER AVE btwn GALT ST & BANK ST (__3ZA9JF),2015,1,,,368630.83804,5028704.28587
BALBAIR RD btwn BRACO ST & ABBEYHILL DR (__3ZAB3N),2015,1,,,353499.82168,5017904.92174
BALINROAN CRES btwn AKITA WALK & GARRITY CRES (__737L1L),2015,1,,,365004.03498,5014407.96045
BALLANTYNE DR btwn CELESTE WAY & PROVENCE AVE (__3ZAZK7),2015,1,,,386002.26961,5037107.94217
BALSAM ST @ BOOTH ST (0006482),2015,1,,,366742.703,5029910.5641
BALSAM ST @ PRESTON ST (0006501),2015,2,,,366456.7019,5029788.563
BALSAM ST @ ROCHESTER ST (0006571),2015,1,,,366632.703,5029861.5641
BALSAM ST btwn PRESTON ST & ROCHESTER ST (__3ZAAJN),2015,1,,,366544.65907,5029825.06247
BANFF AVE @ KITCHENER AVE (0006621),2015,2,,,370723.7249,5025605.526
BANFF AVE @ WALKLEY RD (0006813),2015,2,,,370503.7241,5026043.529
BANFF AVE btwn KITCHENER AVE & LEDBURY AVE (__3ZBOQZ),2015,2,,,370772.84373,5025491.22267
BANFF AVE btwn SURREY AVE & NOTTING HILL AVE (__3ZBOQT),2015,1,,,370593.2241,5025892.0279
BANK ST @ 80 S OF HUNT CLUB RD/TOWNGATE PLAZA  (0008230),2015,4,,,371705.0103,5024096.8501
BANK ST @ CAHILL DR/DAZE ST (0012178),2015,8,,,371306.8129,5024316.731
BANK ST @ CATHERINE ST (0002708),2015,15,,,368040.755,5030268.0151
BANK ST @ CECIL AVE (0002601),2015,7,,,369944.72,5026989.537
BANK ST @ CHAMBERLAIN AVE N/ISABELLA ST (0002132),2015,12,1,,368082.7079,5030166.5649
BANK ST @ CLEMOW AVE (0007714),2015,1,,,368207.0551,5029866.3099
BANK ST @ COLLINS AVE/WILDWOOD AVE (0006959),2015,1,,,370050.7211,5026697.5351
BANK ST @ CONROY RD (0012398),2015,2,,,375078.7501,5022203.4989
BANK ST @ DALMENY RD/MARVELVILLE RD (0001081),2015,2,,,385828.7781,5004368.36
BANK ST @ DAVIDSON RD/LESTER RD (0008797),2015,5,,,373672.7419,5022923.5049
BANK ST @ ECHO DR (0007711),2015,3,,,368661.7121,5028759.5521
BANK ST @ ERIE AVE (0006828),2015,2,,,370134.7211,5026479.5329
BANK ST @ EVANS AVE (0011429),2015,2,,,369918.0759,5027062.3011
BANK ST @ EVENING SHADOW AVE (0013872),2015,1,,,379659.7271,5013716.9389
BANK ST @ EXHIBITION WAY (0009013),2015,5,,,368532.6614,5029078.6691
BANK ST @ FIFTH AVE (0007247),2015,4,,,368399.6381,5029398.237
BANK ST @ FIRST AVE (0007233),2015,1,,,368273.709,5029703.5611
BANK ST @ FLORA ST (0007252),2015,1,,1,367979.1001,5030416.7171
BANK ST @ FOURTH AVE (0007249),2015,5,,,368367.7101,5029476.5589
BANK ST @ FOXBAR AVE (0011299),2015,1,,,370475.7759,5025620.88
BANK ST @ GILMOUR ST (0007270),2015,3,,,367786.706,5030774.571
BANK ST @ GLADSTONE AVE (0002253),2015,7,,3,367916.7071,5030562.569
BANK ST @ GLEBE AVE (0007713),2015,3,1,,368239.709,5029787.5619
BANK ST @ GLEN AVE (0007710),2015,2,1,,368804.7129,5028434.5499
BANK ST @ GLOUCESTER ST (0006939),2015,1,,1,367523.7041,5031198.5751
BANK ST @ GREY'S CREEK RD (0010325),2015,1,,,380470.7759,5012801.434
BANK ST @ GROVE AVE (0007217),2015,3,1,,368847.714,5028372.549
BANK ST @ HERON RD (0002155),2015,35,,,369995.72,5026851.5359
BANK ST @ HOLMWOOD AVE (0007225),2015,1,,,368481.711,5029197.5559
BANK ST @ HUNT CLUB RD (0002119),2015,33,,,371608.731,5024096.514
BANK ST @ JOHN QUINN RD (0001633),2015,2,,,383422.7871,5010702.417
BANK ST @ JOHNSTON RD (0006967),2015,16,,1,370851.726,5024839.52
BANK ST @ KILBORN AVE/BELANGER AVE (0007208),2015,13,,,369653.7181,5027427.5411
BANK ST @ KINGSDALE AVE (0009261),2015,2,,,373271.3529,5023497.7699
BANK ST @ LAURIER AVE (0002221),2015,6,2,,367480.7041,5031265.5759
BANK ST @ LAWRENCE ST (0001632),2015,1,,,386401.7759,5002845.3441
BANK ST @ LEITRIM RD (0004125),2015,17,,,375357.7521,5021619.4951
BANK ST @ LISGAR ST (0006952),2015,3,1,1,367604.7049,5031064.574
BANK ST @ MASON ST (0005710),2015,1,,,377901.7649,5015640.454
BANK ST @ MCLEOD ST (0007255),2015,1,1,,367949.305,5030488.615
BANK ST @ MITCH OWENS RD (0001640),2015,5,,,377758.7649,5015947.4559
BANK ST @ ORVILLE KEMP ST (0009254),2015,1,,,375212.751,5021967.497
BANK ST @ PARKWAY RD (0005709),2015,3,,,378746.769,5014207.4441
BANK ST @ PORTLAND AVE (0006964),2015,1,,,370106.7211,5026552.534
BANK ST @ QUEENSDALE AVE (0009260),2015,8,,,373336.74,5023445.509
BANK ST @ RANDALL AVE (0007207),2015,3,1,,369739.7189,5027282.54
BANK ST @ RIDEAU RD (0009263),2015,10,,,376954.7611,5017844.469
BANK ST @ RIDGEMONT AVE (0006859),2015,1,,,370079.7211,5026627.534
BANK ST @ RIVERDALE AVE (0007210),2015,1,,1,369077.5351,5028116.986
BANK ST @ RIVERSIDE DR N (0010778),2015,26,,,369225.7159,5027983.546
BANK ST @ RIVERSIDE DR S (0002704),2015,19,,,369304.7159,5027894.5449
BANK ST @ ROCKINGHAM AVE (0007880),2015,2,1,,369713.7189,5027322.54
BANK ST @ ROSEBELLA AVE (0009238),2015,3,,,373205.7389,5023550.509
BANK ST @ ROSEBERY AVE (0007239),2015,1,,,368124.0539,5030066.761
BANK ST @ ROTARY WAY (0013660),2015,3,,,375523.5441,5021226.117
BANK ST @ SECOND AVE (0007231),2015,3,,,368305.7101,5029628.56
BANK ST @ SIEVERIGHT AVE (0012408),2015,1,,,372195.88,5024132.4721
BANK ST @ SLATER ST (0002223),2015,4,,1,367424.7041,5031354.577
BANK ST @ SNAKE ISLAND RD/VICTORIA ST (0001080),2015,4,,,383696.7871,5010121.4121
BANK ST @ SOMERSET ST (0010858),2015,3,,1,367694.7049,5030915.5721
BANK ST @ SOUTHKEYS SC (0009010),2015,3,,2,371083.7279,5024521.517
BANK ST @ SPARKS ST (0003128),2015,1,,,367301.703,5031556.5789
BANK ST @ SPRINGHILL RD (0001636),2015,1,,,385125.7819,5006291.3789
BANK ST @ ST. BERNARD ST (0012406),2015,3,,,373004.7381,5023708.511
BANK ST @ ST. PAUL AVE (0011298),2015,1,,,370508.1041,5025560.3099
BANK ST @ STRATHCONA AVE (0007238),2015,1,,,368140.0539,5030029.162
BANK ST @ SUNNYSIDE AVE (0007219),2015,13,1,,368734.7129,5028581.551
BANK ST @ SURREY AVE (0011314),2015,2,,,370383.2759,5025810.323
BANK ST @ THIRD AVE (0007230),2015,2,,,368336.7101,5029551.56
BANK ST @ THORNTON AVE (0007244),2015,2,,,368431.711,5029320.557
BANK ST @ VANCOUVER AVE (0011964),2015,1,,,370441.24,5025683.763
BANK ST @ WALKLEY RD (0011423),2015,21,,,370337.8521,5025947.7351
BANK ST @ WELLINGTON ST (0002039),2015,3,1,,367257.7019,5031628.5789
BANK ST @ WILTON CRES (0007712),2015,4,1,,368577.7121,5028966.554
BANK ST btwn 73 N OF EVANS BLVD & EVANS AVE (__3ZA3BJB),2015,4,,,369905.30949,5027085.44574
BANK ST btwn ALBION RD & SIEVERIGHT AVE (__3ZA29S),2015,1,,,372071.35983,5024142.48913
BANK ST btwn ALTA VISTA DR & ERIE AVE (__3ZA36X),2015,8,,,370190.50789,5026339.79254
BANK ST btwn ALTA VISTA DR & WALKLEY RD (__3ZA4TX),2015,6,,,370295.29515,5026075.08452
BANK ST btwn ANALDEA DR & ROTARY WAY (__3Z08RN),2015,1,,,379659.7271,5013716.9389
BANK ST btwn ANOKA ST & WILDWOOD AVE (__3ZA366),2015,3,,1,370036.7211,5026736.0351
BANK ST btwn ARENA PL & WHITE ALDER AVE (__3ZA29N),2015,6,,,375610.81747,5021019.81769
BANK ST btwn ARLINGTON AVE & CATHERINE ST (__3ZA3PT),2015,2,1,,368025.4451,5030305.3755
BANK ST btwn AYLMER AVE & EUCLID AVE (__3ZA3N7),2015,3,,,368690.2125,5028689.0521
BANK ST btwn BANK ST & ALBION RD (__3ZA3HX),2015,1,,,371911.8421,5024126.13905
BANK ST btwn BANK ST EXTENSION NB & JOHNSTON RD (__3ZA37U),2015,3,,,370694.14288,5025161.61504
BANK ST btwn BELMONT AVE & GROVE AVE (__3ZA3N1),2015,1,,,368828.21345,5028400.04945
BANK ST btwn BILLINGS TRANSIT & OHIO ST (__3ZA3NMB),2015,3,1,,369512.639,5027664.78314
BANK ST btwn BLAIS RD & RIDEAU RD (__3ZA29L),2015,5,,,376556.35569,5018786.65691
BANK ST btwn BOYD RD & KENNEDY RD (__3ZA27D),2015,2,,,387390.73614,5001750.94075
BANK ST btwn CAHILL DR & TURN LANE (1) (__3ZA3HV),2015,3,,,371420.89314,5024202.70879
BANK ST btwn CAHILL DR & TURN LANE (2) (__5AFHMD),2015,3,,,371425.98554,5024215.62182
BANK ST btwn CAMERON AVE & CHESLEY ST (__3ZA3NV),2015,3,,,368970.02795,5028233.73395
BANK ST btwn CATHERINE ST & CHAMBERLAIN AVE N/ISABELLA ST (__3ZA3PO),2015,1,,,368061.6157,5030217.23959
BANK ST btwn CECIL AVE & HERON RD (__3ZA3AC),2015,3,1,,369970.22,5026920.53645
BANK ST btwn CHAMBERLAIN AVE & ROSEBERY AVE (__3ZA3PI),2015,5,,,368116.38095,5030085.163
BANK ST btwn CHAMBERLAIN AVE S & PRETORIA AVE (__3ZA3PL),2015,3,,,368103.05095,5030117.27245
BANK ST btwn CHESLEY ST & RIVERDALE AVE (__3ZA3BV),2015,2,,,369036.9385,5028160.953
BANK ST btwn CLAREY AVE & HOLMWOOD AVE (__3ZA3OP),2015,3,,,368467.211,5029233.55645
BANK ST btwn CLEMOW AVE & GLEBE AVE (__3ZA3O0),2015,1,,,368223.38205,5029826.9359
BANK ST btwn COOPER ST & SOMERSET ST W (__3ZA3RT),2015,1,,,367671.7049,5030953.0725
BANK ST btwn COUNCILLOR'S WAY & ST. BERNARD ST (__3ZA29K),2015,1,,,372934.0124,5023766.55286
BANK ST btwn EUCLID AVE & SUNNYSIDE AVE (__3ZA3N6),2015,3,,,368720.7129,5028615.05155
BANK ST btwn FIFTH AVE & REGENT ST (__3ZA3OU),2015,1,,,368413.67455,5029363.39755
BANK ST btwn FIRST AVE & SECOND AVE (__3ZA3O4),2015,1,,,368289.70955,5029666.06055
BANK ST btwn FOURTH AVE & FIFTH AVE (__3ZA3OW),2015,4,1,,368383.6741,5029437.39795
BANK ST btwn GLADSTONE AVE & MCLEOD ST (__3ZA3PF),2015,1,,,367933.006,5030525.59205
BANK ST btwn GLEBE AVE & FIRST AVE (__3ZA3O8),2015,1,,,368256.709,5029745.5615
BANK ST btwn GROVE AVE & OSSINGTON AVE (__3ZA3NY),2015,1,,,368869.214,5028346.549
BANK ST btwn HERON RD & ANOKA ST (__3ZA360),2015,7,,,370009.22055,5026813.0355
BANK ST btwn HOLMWOOD AVE & LANSDOWNE PARK (__3ZA3NFA),2015,2,1,,368506.66924,5029139.03314
BANK ST btwn HOPEWELL AVE & GLEN AVE (__3ZA3N3),2015,4,,,368786.7129,5028469.0499
BANK ST btwn JOHNSTON RD & SOUTHKEYS SC (__3ZA37TA),2015,2,,,370941.15557,5024668.51882
BANK ST btwn KITCHENER AVE & TO BE DETERMINED (__3ZA4TQ),2015,1,,,370543.7996,5025494.2474
BANK ST btwn LAWRENCE ST & MORNINGSIDE AVE (__3ZA270),2015,1,,,386439.34655,5002747.23998
BANK ST btwn LEITRIM RD & ARENA PL (__3ZA29O),2015,1,,,375379.2521,5021569.49455
BANK ST btwn LESTER RD & PARK LANE (__3ZA28G),2015,3,,,373837.85879,5022779.12515
BANK ST btwn LISGAR ST & COOPER ST (__3ZA34T),2015,1,,,367626.7049,5031027.57345
BANK ST btwn MACLAREN ST & GILMOUR ST (__3ZA3QF),2015,1,,,367764.206,5030810.07155
BANK ST btwn MASON ST & MEADOW DR (__3ZA28O),2015,1,,,378105.98616,5015080.08629
BANK ST btwn OHIO ST & BELANGER AVE (__3ZA3BQ),2015,2,,1,369620.07839,5027490.52666
BANK ST btwn OSSINGTON AVE & CAMERON AVE (__3ZA3NX),2015,2,,,368917.214,5028291.54845
BANK ST btwn PARKWAY RD & MEADOW DR (__3ZA28M),2015,1,,,378972.67688,5014086.26965
BANK ST btwn PHILNOR ST & SALE BARN RD (__3ZA28K),2015,3,,,379901.36894,5013587.46227
BANK ST btwn POWELL AVE & CLEMOW AVE (__3ZA3OC),2015,1,,,368190.38205,5029905.93645
BANK ST btwn QUEENSDALE AVE & LESTER RD (__3ZA2LF),2015,5,,,373518.97509,5023195.05141
BANK ST btwn RANDALL AVE & 73 N OF EVANS BLVD (__3ZA3BJA),2015,2,,,369814.79489,5027194.81917
BANK ST btwn RIDEAU RD & TURN LANE (__3ZBPH9),2015,6,,,377313.29645,5016982.59869
BANK ST btwn RIVERDALE AVE & RIVERSIDE DR (__3ZA3BU),2015,2,,,369150.64487,5028049.2271
BANK ST btwn RIVERSIDE DR & BILLINGS TRANSIT (__3ZA3NMA),2015,3,,,369393.22667,5027797.98633
BANK ST btwn RIVERSIDE DR & RIVERSIDE DR (__3ZA3NQ),2015,3,,,369265.2159,5027939.04545
BANK ST btwn ROSEBERY AVE & STRATHCONA AVE (__3ZA3OG),2015,1,,,368132.054,5030047.9615
BANK ST btwn SCRIVENS DR & JOHN QUINN RD (__3ZA278),2015,2,,,382938.68345,5010995.98519
BANK ST btwn SECOND AVE & THIRD AVE (__3ZA3O2),2015,1,,,368321.2101,5029590.06
BANK ST btwn SIEVERIGHT AVE & ATHANS AVE (__3ZAYF2),2015,2,,,372498.89351,5024006.92923
BANK ST btwn SOUTHKEYS SC & CAHILL DR/DAZE ST (__3ZA37TB),2015,2,,,371190.68401,5024423.23297
BANK ST btwn SPRINGHILL RD & DALMENY RD (__3ZA27C),2015,2,,,385481.348,5005331.34072
BANK ST btwn ST. PAUL AVE & KITCHENER AVE (__3ZA4TR),2015,2,,,370524.4896,5025530.1399
BANK ST btwn STONE SCHOOL RD & SCRIVENS DR (__3ZA28T),2015,2,,,382287.92925,5011399.95345
BANK ST btwn STRATHCONA AVE & PATTERSON AVE (__3ZA3OF),2015,2,,1,368148.98,5030007.087
BANK ST btwn SUNNYSIDE AVE & HOPEWELL AVE (__3ZA3N4),2015,3,1,,368751.7129,5028542.55045
BANK ST btwn SURREY AVE & NOTTING HILL AVE (__3ZA4TV),2015,1,,,370395.29848,5025776.53945
BANK ST btwn THIRD AVE & FOURTH AVE (__3ZA3OZ),2015,2,,,368352.2101,5029514.05945
BANK ST btwn TURN LANE & MITCH OWENS RD (__3ZA28S),2015,2,,,377717.26668,5016034.95785
BANK ST btwn TURN LANE & SPRINGHILL RD (__3ZA2LG),2015,3,,,384439.24481,5008143.38108
BANK ST btwn VANCOUVER AVE & FOXBAR AVE (__3ZA4TT),2015,1,,,370458.50795,5025652.3215
BANK ST btwn WALKLEY RD & SURREY AVE (__3ZA4TW),2015,4,,,370360.564,5025879.02905
BANK ST btwn WHITE ALDER AVE & FINDLAY CREEK DR (__49P5F2),2015,1,,,375772.90349,5020636.79163
BANK ST btwn WILDWOOD AVE & RIDGEMONT AVE (__3ZA364),2015,1,,,370065.2211,5026662.53455
BANK ST btwn WILTON CRES & ECHO DR (__3ZA3NA),2015,3,,,368619.09089,5028862.73218
BANK ST SB btwn 80 S OF HUNT CLUB RD & 112 N OF ALBION RD (__3ZA3HHB),2015,1,,,371770.13433,5024103.7964
BANK ST/PRETORIA AVE @ CHAMBERLAIN AVE S (0006980),2015,4,,,368108.7079,5030103.5649
BANKFIELD RD @ HWY 416 BANKFIEL IC57R24 (0001602),2015,1,,,364911.6751,5008139.3701
BANKFIELD RD @ MANOTICK MAIN ST/RIDEAU VALLEY  (0000070),2015,8,,,368431.703,5010157.3959
BANKFIELD RD @ PRINCE OF WALES DR (0003618),2015,10,,,366379.6871,5008975.3811
BANKFIELD RD btwn FIRST LINE RD & LOCKMASTER CRES (__3ZA2XX),2015,1,,,367235.89698,5009475.60561
BANKFIELD RD btwn HWY416 IC57 RAMP62 & KILREEN LANE (__3ZAZXF),2015,1,,,365332.4112,5008381.55651
BANKFIELD RD btwn KILREEN LANE & PRINCE OF WALES DR (__3ZA4KO),2015,2,,,365970.68349,5008746.70478
BANKFIELD RD btwn PRINCE OF WALES DR & FIRST LINE RD (__3ZA2XY),2015,1,,,366555.43825,5009085.92372
BANNER RD @ GREENBANK RD (0000644),2015,7,,,361021.677,5021566.4901
BANNING RD btwn BRADLEY FARM CRT & DESMOND AVE (__3ZAB2D),2015,1,,,353138.54129,5017910.61041
BANTING CRES N @ PENFIELD DR N (0003449),2015,1,,,352486.623,5021066.4841
BANTON ST @ WALKLEY RD (0006399),2015,3,,,374247.737,5028249.5411
BANTREE ST @ INNES RD (0007684),2015,17,,,373705.7299,5030406.5589
BANTREE ST @ SHEFFIELD RD (0008395),2015,1,,,374646.7351,5030044.554
BANTREE ST btwn OLD INNES RD & EDINBURGH PL (__3ZA78D),2015,4,,,373896.19428,5029968.33032
BARIBEAU ST btwn DAGMAR AVE & LANDRY ST (__3ZA8WL),2015,1,,,369942.2079,5033562.09345
BARLOW CRES btwn HEATHER ST & STRODE AVE (__3ZAZ55),2015,2,,,345894.80758,5036191.2595
BARLYN AVE @ CORAL AVE (0001356),2015,1,,,365807.7019,5025453.526
BARNES CRES btwn HARRISON ST & HARRISON ST (__3ZAAF0),2015,1,,,360372.42268,5022137.62281
BARNSDALE RD @ GREENBANK RD (0001069),2015,4,,,365590.6871,5010927.3981
BARNSDALE RD @ PRINCE OF WALES DR (0001082),2015,10,,,366646.6951,5011532.406
BARNSDALE RD @ TWIN ELM RD N (0000840),2015,1,,,360185.643,5007832.3619
BARNSDALE RD btwn MOODIE DR & TRAIL RD (__3ZA1CA),2015,2,,,362743.57186,5009290.5016
BARNSDALE RD btwn TWIN ELM RD & MOODIE DR (__3ZAB90),2015,2,,,361058.19067,5008350.6084
BARNSDALE RD S @ MOODIE DR (0010279),2015,1,,,361949.6581,5008824.3729
BARNSDALE RD S @ TWIN ELM RD S (0000844),2015,1,,,360231.643,5007720.3611
BARNSDALE RD W @ CEDARVIEW RD W (0001066),2015,1,,,363536.2011,5009759.383
BARONESS DR btwn HOLITZNER WAY & HOLITZNER WAY (__3EX1J9),2015,2,,,366731.30934,5017020.09257
BARRACKS WAY btwn WEST RIDGE DR & DALEWOOD CRES (__6R1U2J),2015,1,,,350675.72644,5011648.31849
BARRAN ST @ FALLOWFIELD RD (0000626),2015,2,,,362292.6781,5016244.443
BARRETTE ST @ LOYER ST (0010043),2015,1,,,369357.706,5033624.5951
BARRETTE ST @ ST. CHARLES ST (0010059),2015,1,,,369470.706,5033730.5959
BARRETTE ST btwn LOYER ST & ST. CHARLES ST (__3ZA8XN),2015,1,,,369414.206,5033677.5955
BARRETTE ST btwn ST. CHARLES ST & MARIER AVE (__3ZA8YI),2015,1,,,369551.62222,5033810.70514
BARSONA PL btwn LEBLANC DR & PASCAL PL (__3ZA56D),2015,1,,,381541.20254,5037051.78475
BASELINE RD @ 207 E OF CLYDE AVE (0008213),2015,6,1,,364552.0713,5025011.7373
BASELINE RD @ CEDARVIEW RD (0010259),2015,3,,,358967.6649,5021674.4901
BASELINE RD @ CENTREPOINTE DR E/HIGHGATE RD (0011468),2015,7,,,362061.6841,5023465.5071
BASELINE RD @ CENTREPOINTE DR W/COBDEN RD (0002108),2015,4,,,361633.6811,5023207.5049
BASELINE RD @ CLYDE AVE (0002343),2015,22,,,364358.6959,5024890.52
BASELINE RD @ COLLEGE SQUARE SC (0008826),2015,3,,,362733.1229,5023880.7141
BASELINE RD @ CORDOVA ST (0003208),2015,7,,1,363593.6921,5024409.5159
BASELINE RD @ FARLANE BLVD (0002725),2015,7,1,,365356.7,5025517.526
BASELINE RD @ FISHER AVE (0002346),2015,18,,,366166.7041,5026028.5301
BASELINE RD @ GREENBANK RD (0002357),2015,24,1,1,360597.6751,5022584.4981
BASELINE RD @ JOHN SUTHERLAND DR/VALLEY STREAM (0000011),2015,3,,,359310.6671,5021789.491
BASELINE RD @ LOBLAWS SC (0009097),2015,8,,1,364742.4603,5025130.4505
BASELINE RD @ MERIVALE RD (0002342),2015,19,,,365054.6989,5025325.5241
BASELINE RD @ NAVAHO DR (0003158),2015,13,1,1,363085.689,5024097.5129
BASELINE RD @ PENDER ST (0003211),2015,1,,,363935.694,5024624.5181
BASELINE RD @ ROCKWAY CRES (0002187),2015,3,,,361184.6789,5022932.5019
BASELINE RD @ SANDCASTLE DR (0001122),2015,3,,,359629.669,5021987.4929
BASELINE RD @ SIOUX CRES (0001121),2015,1,,,359413.6679,5021851.491
BASELINE RD @ SOUTHWOOD DR (0002754),2015,1,,,361229.6789,5022960.5019
BASELINE RD @ WOODROFFE AVE (0002225),2015,31,,,362549.686,5023770.5099
BASELINE RD btwn 180 E OF CEDARVIEW RD & 180 E OF CEDARVIEW RD (__3ZA110A),2015,1,,,359064.01593,5021666.29285
BASELINE RD btwn 207 E OF CLYDE AVE & LOBLAWS SC (__3ZA4ISB),2015,8,1,,364646.1635,5025070.62201
BASELINE RD btwn BARBARA ANN PRIV & HIGHGATE RD (__3ZA4MS),2015,1,,,361952.52303,5023399.79299
BASELINE RD btwn BASSANO ST & ERINDALE DR (__3ZA4HF),2015,1,,,363811.6929,5024546.51755
BASELINE RD btwn CLYDE AVE & 207 E OF CLYDE AVE (__3ZA4ISA),2015,8,,,364454.63954,5024950.41568
BASELINE RD btwn COBDEN RD & BARBARA ANN PRIV (__3ZA1RV),2015,2,,,361738.52755,5023270.7819
BASELINE RD btwn COLLEGE SQUARE SC & WOODROFFE AVE (__3ZAZDQA),2015,6,,,362642.41869,5023823.92541
BASELINE RD btwn CORDOVA ST & BASSANO ST (__3ZBOCA),2015,1,,,363679.6925,5024463.51645
BASELINE RD btwn CORNELL ST & GREENBANK RD (__3ZA4MK),2015,1,,,360494.25599,5022519.597
BASELINE RD btwn DEERFIELD DR & FERGUSON ST (__3ZA4H8),2015,1,,,363408.54495,5024294.2685
BASELINE RD btwn FARLANE BLVD & ZENA ST (__3ZA4JH),2015,1,,,365492.70095,5025603.02695
BASELINE RD btwn FISHER AVE & LEXINGTON ST (__3ZA4JR),2015,2,,,366307.63044,5026116.79638
BASELINE RD btwn GREENBANK RD & PINECREST RD (__3ZA4MM),2015,4,,,360690.1755,5022639.49905
BASELINE RD btwn HWY416 IC75A RAMP53 & TURN LANE (__3ZA4LB),2015,1,,,358691.16355,5021796.49055
BASELINE RD btwn LOBLAWS SC & MERIVALE RD (__3ZA4ISC),2015,2,,,364864.43633,5025207.21681
BASELINE RD btwn MARSON ST & FISHER AVE (__3ZA4JL),2015,3,,,366006.92513,5025925.67717
BASELINE RD btwn MERIVALE RD & FARLANE BLVD (__3ZA4ID),2015,4,,,365236.46894,5025439.77099
BASELINE RD btwn MERIVALE RD & TURN LANE (__3ZA4IC),2015,1,,,365086.0237,5025342.95769
BASELINE RD btwn MORLEY BLVD & PRINCE OF WALES DR (__3ZA4JU),2015,3,1,,366734.6045,5026382.10869
BASELINE RD btwn NAVAHO DR & COLLEGE SQUARE SC (__3ZAZDQB),2015,5,1,1,362909.43301,5023989.0652
BASELINE RD btwn NAVAHO DR & DEERFIELD DR (__3ZA4H4),2015,3,,,363228.69,5024184.514
BASELINE RD btwn PINECREST RD & ROCKWAY CRES (__3ZA2LT),2015,1,,,360983.67624,5022813.50291
BASELINE RD btwn SANDCASTLE DR & MONTEREY DR (__3ZA4LL),2015,1,,,359716.09285,5022066.71938
BASELINE RD btwn SOUTHWOOD DR & COBDEN RD (__3ZA4MP),2015,1,,,361432.33844,5023082.92848
BASELINE RD btwn ST. HELEN'S PL & CLYDE AVE (__3ZA4IN),2015,7,1,,364231.76812,5024811.69076
BASELINE RD btwn TURN LANE & MERIVALE RD (__3ZA4IA),2015,2,,,365033.1989,5025312.5241
BASELINE RD btwn ZENA ST & MARSON ST (__3ZA4JJ),2015,1,,,365763.20245,5025773.02845
BASELINE RD/HERON RD @ PRINCE OF WALES DR (0002345),2015,18,,,366873.7071,5026438.534
BASELINE RD/HWY 416 RICHMOND IC75R53 @ RICHMON (0000148),2015,11,,,358635.663,5021821.491
BASIL MACDONALD WAY btwn MERIVALE RD & GRANT CARMAN DR (__4BBEMB),2015,2,,,365223.7985,5023247.6936
BASLAW DR btwn JOHNSTON RD & JOHNSTON RD (__3ZA46U),2015,1,,,374216.47676,5026478.20298
BASSANO ST @ WITHROW AVE (0001413),2015,1,,,364137.186,5023912.8951
BASSETT LANE @ ISLAND PARK DR (0006377),2015,1,,,364235.694,5028646.554
BATEMAN DR btwn BELLMAN DR & DUNBAR CRT (__3ZABQW),2015,1,,,361417.14665,5021027.39161
BATHGATE DR @ DEN HAAG DR (0008960),2015,1,,1,373407.72,5033925.5879
BATHGATE DR @ PLUMBER AVE (0012015),2015,2,,,373498.7211,5033713.586
BATHGATE DR btwn LEIGH CRES & LEIGH CRES (__3ZA7U7),2015,1,,,373791.34322,5033023.5497
BATHGATE DR btwn MONTREAL RD & GULF PL (__3ZA7Y9),2015,2,,,373228.91055,5034473.93905
BATHGATE DR btwn PLUMBER AVE & BATHGATE DR (__3ZBO1E),2015,1,,,373533.8866,5033629.73055
BATON CRT btwn AIRD PL & END (__3ZA50V),2015,1,,,351815.60862,5018987.5472
BAXTER RD btwn IRIS ST & END (__3ZA1F0),2015,1,,,360975.64912,5023838.97355
BAY ST @ CATHERINE ST (0007723),2015,1,,,367626.706,5030020.5641
BAY ST @ GILMOUR ST (0007322),2015,1,,,367333.7049,5030501.569
BAY ST @ GLADSTONE AVE (0007724),2015,4,1,,367462.7049,5030288.5671
BAY ST @ GLOUCESTER ST (0006315),2015,1,,,367074.703,5030933.5729
